ประเภทรถไฟ,เส้นทางต้นทาง,รหัสสถานีต้นทาง,สถานีต้นทาง,เส้นทางปลายทาง,รหัสสถานีปลายทาง,สถานีปลายทาง,ค่าโดยสารหน่วยบาท,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N14,Royal Forest Department,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N13,Kasetsart University,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N12,Sena Nikhom,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N11,Ratchayothin,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N10,Phahon Yothin 24,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N9,Ha Yaek Lat Phrao,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N8,Mo Chit,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N7,Saphan Khwai,17,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N6,Sena Ruam*,17,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N5,Ari,17,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N4,Sanam Pao,25,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N3,Victory Monument,28,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N2,Phaya Thai,32,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,N1,Ratchathewi,35,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,CEN,Siam,40,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E1,Chit Lom,43,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E2,Phloen Chit,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E3,Nana,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E4,Asok,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E5,Phrom Phong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E6,Thong Lo,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E7,Ekkamai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E8,Phra Khanong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E9,On Nut,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E10,Bang Chak,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E11,Punnawithi,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E12,Udom Suk,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E13,Bang Na,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E14,Bearing,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E15,Samrong,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E16,Pu Chao,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E17,Chang Erawan,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E18,Royal Thai Naval Academy,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E19,Pak Nam,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E20,Srinagarindra,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E21,Phraek Sa,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E22,Sai Luat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสุขุมวิท,E23,Kheha,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,W1,National Stadium,43,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S1,Ratchadamri,43,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S2,Sala Daeng,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S3,Chong Nonsi,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S4,Saint Louis,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S5,Surasak,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S6,Saphan Taksin,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S7,Krung Thon Buri,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S8,Wongwian Yai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S9,Pho Nimit,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S10,Talat Phlu,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S11,Wutthakat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N6,Sena Ruam*,สายสีลม,S12,Bang Wa,62 ,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N24,Khu Khot,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N23,Yaek Kor Por Aor,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N22,Royal Thai Air Force Museum,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N20,Saphan Mai,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N19,Sai Yud,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N18,Phahon Yothin 59,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N17,Wat Phra Sri Mahathat,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N16,11th Infantry Regiment,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N15,Bang Bua,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N14,Royal Forest Department,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N13,Kasetsart University,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N12,Sena Nikhom,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N11,Ratchayothin,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N10,Phahon Yothin 24,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N9,Ha Yaek Lat Phrao,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N8,Mo Chit,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N7,Saphan Khwai,25,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N6,Sena Ruam*,17,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N5,Ari,17,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N4,Sanam Pao,17,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N3,Victory Monument,25,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N2,Phaya Thai,28,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,N1,Ratchathewi,32,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,CEN,Siam,35,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E1,Chit Lom,40,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E2,Phloen Chit,43,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E3,Nana,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E4,Asok,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E5,Phrom Phong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E6,Thong Lo,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E7,Ekkamai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E8,Phra Khanong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E9,On Nut,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E10,Bang Chak,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E11,Punnawithi,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E12,Udom Suk,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E13,Bang Na,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E14,Bearing,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E15,Samrong,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E16,Pu Chao,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E17,Chang Erawan,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E18,Royal Thai Naval Academy,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E19,Pak Nam,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E20,Srinagarindra,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E21,Phraek Sa,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E22,Sai Luat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสุขุมวิท,E23,Kheha,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,W1,National Stadium,40,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S1,Ratchadamri,40,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S2,Sala Daeng,43,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S3,Chong Nonsi,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S4,Saint Louis,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S5,Surasak,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S6,Saphan Taksin,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S7,Krung Thon Buri,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S8,Wongwian Yai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S9,Pho Nimit,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S10,Talat Phlu,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S11,Wutthakat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N5,Ari,สายสีลม,S12,Bang Wa,62 ,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N24,Khu Khot,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N23,Yaek Kor Por Aor,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N22,Royal Thai Air Force Museum,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N20,Saphan Mai,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N19,Sai Yud,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N18,Phahon Yothin 59,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N17,Wat Phra Sri Mahathat,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N16,11th Infantry Regiment,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N15,Bang Bua,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N14,Royal Forest Department,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N13,Kasetsart University,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N12,Sena Nikhom,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N11,Ratchayothin,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N10,Phahon Yothin 24,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N9,Ha Yaek Lat Phrao,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N8,Mo Chit,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N7,Saphan Khwai,28,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N6,Sena Ruam*,25,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N5,Ari,17,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N4,Sanam Pao,17,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N3,Victory Monument,17,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N2,Phaya Thai,25,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,N1,Ratchathewi,28,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,CEN,Siam,32,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,E1,Chit Lom,35,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,E2,Phloen Chit,40,,
รถไฟฟ้า ,สายสุขุมวิท,N4,Sanam Pao,สายสุขุมวิท,E3,Nana,43,,
